Type;Cubby Number;Cover Barcode;Sheet Type;Color;Sheet Barcode;Garbage;Date Created;Path JPG;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050291;;2024:04:02 18:18:15.747;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050291.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050292;;2024:04:02 18:18:32.026;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050292.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050293;;2024:04:02 18:18:44.583;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050293.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050294;;2024:04:02 18:18:48.235;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050294.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050295;;2024:04:02 18:19:07.828;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050295.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050296;;2024:04:02 18:19:11.506;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050296.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021834;;;FI-HCI-00050297;;2024:04:02 18:19:16.174;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050297.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021835;;;;;2024:04:02 18:19:20.384;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021835.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;Multisheet;Yellow;FI-HCI-00050298;;2024:04:02 18:19:35.013;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050298.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;Multisheet;Yellow;FI-HCI-00050299;;2024:04:02 18:19:39.883;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050299.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;;;FI-HCI-00050300;;2024:04:02 18:20:01.303;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050300.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;;;FI-HCI-00050301;;2024:04:02 18:20:04.948;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050301.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;;;FI-HCI-00050302;;2024:04:02 18:20:08.725;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050302.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;Multisheet;Yellow;FI-HCI-00050303;;2024:04:02 18:20:17.385;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050303.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;Multisheet;Yellow;FI-HCI-00050304;;2024:04:02 18:20:23.972;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050304.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;Multisheet;Blue;FI-HCI-00050305;;2024:04:02 18:20:36.798;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050305.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;Multisheet;Blue;FI-HCI-00050306;;2024:04:02 18:20:42.033;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050306.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021835;;;FI-HCI-00050307;;2024:04:02 18:20:46.054;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050307.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021836;;;;;2024:04:02 18:20:58.900;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021836.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021836;;;FI-HCI-00050308;;2024:04:02 18:21:03.775;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050308.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021837;;;;;2024:04:02 18:21:15.906;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021837.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050309;;2024:04:02 18:21:20.851;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050309.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;Multisheet;Yellow;FI-HCI-00050310;;2024:04:02 18:21:36.142;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050310.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;Multisheet;Yellow;FI-HCI-00050311;;2024:04:02 18:21:40.020;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050311.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050312;;2024:04:02 18:21:55.659;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050312.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050313;;2024:04:02 18:22:00.297;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050313.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050314;;2024:04:02 18:22:07.635;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050314.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050315;;2024:04:02 18:22:11.450;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050315.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050316;;2024:04:02 18:22:17.802;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050316.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050317;;2024:04:02 18:22:31.790;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050317.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021837;;;FI-HCI-00050318;;2024:04:02 18:22:40.694;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050318.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021838;;;;;2024:04:02 18:22:44.476;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021838.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021838;;;FI-HCI-00050319;;2024:04:02 18:22:48.606;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050319.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021838;;;FI-HCI-00050320;;2024:04:02 18:22:55.219;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050320.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021838;;;FI-HCI-00050321;;2024:04:02 18:23:00.481;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050321.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021838;;;FI-HCI-00050322;;2024:04:02 18:23:11.610;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050322.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021838;;;FI-HCI-00050323;;2024:04:02 18:23:16.117;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050323.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021839;;;;;2024:04:02 18:23:28.469;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021839.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021839;;;FI-HCI-00050324;;2024:04:02 18:23:51.493;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050324.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021840;;;;;2024:04:02 18:23:55.809;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021840.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021840;Multisheet;Yellow;FI-HCI-00050325;;2024:04:02 18:24:06.548;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050325.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021840;Multisheet;Yellow;FI-HCI-00050326;;2024:04:02 18:24:11.084;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050326.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021840;Multisheet;Yellow;FI-HCI-00050327;;2024:04:02 18:24:52.055;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050327.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021840;Multisheet;Yellow;FI-HCI-00050328;;2024:04:02 18:25:02.957;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050328.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021841;;;;;2024:04:02 18:25:06.665;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021841.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021841;;;FI-HCI-00050329;;2024:04:02 18:25:16.526;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050329.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021841;;;FI-HCI-00050330;;2024:04:02 18:25:22.875;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050330.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021842;;;;;2024:04:02 18:25:28.849;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021842.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021842;;;FI-HCI-00050331;;2024:04:02 18:25:33.071;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050331.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021842;;;FI-HCI-00050332;;2024:04:02 18:26:15.353;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050332.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021842;;;FI-HCI-00050333;;2024:04:02 18:26:40.969;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050333.tif;
Folder;Cubby_010083;Folder-FI-HCI-0021843;;;;;2024:04:02 18:26:47.621;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021843.tif;
Sheet;Cubby_010083;Folder-FI-HCI-0021843;;;FI-HCI-00050334;;2024:04:02 18:26:52.490;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050334.tif;
Cubby;Cubby_010084;Folder-FI-HCI-0021843;;;;;2024:04:02 18:27:08.594;/Volumes/pixel/Production/2024/04/02/CP1/Cubby_010084.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021844;;;;;2024:04:02 18:27:18.077;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021844.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050335;;2024:04:02 18:27:21.787;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050335.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050336;;2024:04:02 18:27:25.716;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050336.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050337;;2024:04:02 18:27:31.977;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050337.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050338;;2024:04:02 18:27:44.401;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050338.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050339;FI-HCI-00050340;2024:04:02 18:27:59.060;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050339.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050341;;2024:04:02 18:28:11.423;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050341.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050342;;2024:04:02 18:28:15.511;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050342.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050343;;2024:04:02 18:28:19.818;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050343.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050344;;2024:04:02 18:28:24.064;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050344.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021844;;;FI-HCI-00050345;;2024:04:02 18:28:44.517;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050345.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021845;;;;;2024:04:02 18:28:51.462;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021845.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050346;;2024:04:02 18:28:56.676;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050346.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050347;;2024:04:02 18:29:02.153;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050347.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050348;FI-HCI-00050349|FI-HCI-00050350;2024:04:02 18:29:07.565;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050348.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050351;;2024:04:02 18:29:14.522;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050351.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050352;;2024:04:02 18:29:18.436;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050352.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050353;;2024:04:02 18:29:42.388;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050353.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050354;;2024:04:02 18:29:46.494;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050354.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050355;;2024:04:02 18:29:50.193;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050355.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021845;;;FI-HCI-00050356;;2024:04:02 18:29:54.084;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050356.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021846;;;;;2024:04:02 18:30:04.672;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021846.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050357;;2024:04:02 18:30:08.330;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050357.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050359;FI-HCI-00050358;2024:04:02 18:30:40.062;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050359.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050360;;2024:04:02 18:30:49.786;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050360.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050364;FI-HCI-00050362|FI-HCI-00050363|FI-HCI-00050361;2024:04:02 18:30:55.972;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050364.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050365;FI-HCI-00050366|FI-HCI-00050368|FI-HCI-00050367;2024:04:02 18:31:03.041;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050365.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050369;;2024:04:02 18:31:20.240;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050369.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050370;FI-HCI-00050371;2024:04:02 18:31:27.223;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050370.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050372;;2024:04:02 18:31:30.848;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050372.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050373;;2024:04:02 18:31:41.783;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050373.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021846;;;FI-HCI-00050374;;2024:04:02 18:32:00.248;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050374.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021847;;;;;2024:04:02 18:32:04.006;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021847.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050375;FI-HCI-00050376;2024:04:02 18:32:08.124;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050375.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050377;;2024:04:02 18:32:13.448;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050377.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050378;;2024:04:02 18:32:18.322;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050378.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050379;;2024:04:02 18:32:23.719;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050379.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050380;;2024:04:02 18:32:28.092;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050380.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050381;;2024:04:02 18:32:43.709;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050381.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050382;;2024:04:02 18:32:48.059;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050382.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050383;;2024:04:02 18:32:51.937;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050383.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050384;;2024:04:02 18:33:00.744;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050384.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050385;;2024:04:02 18:33:10.524;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050385.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050386;;2024:04:02 18:33:14.276;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050386.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050387;;2024:04:02 18:33:19.135;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050387.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050388;;2024:04:02 18:33:24.779;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050388.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021847;;;FI-HCI-00050389;;2024:04:02 18:33:30.012;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050389.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021848;;;;;2024:04:02 18:33:36.277;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021848.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050390;FI-HCI-00050392|FI-HCI-00050391;2024:04:02 18:33:45.983;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050390.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050395;FI-HCI-00050393|FI-HCI-00050394;2024:04:02 18:33:51.045;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050395.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050396;FI-HCI-00050398|FI-HCI-00050397;2024:04:02 18:33:57.510;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050396.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050399;FI-HCI-00050400;2024:04:02 18:34:05.539;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050399.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050401;;2024:04:02 18:34:09.714;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050401.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050404;FI-HCI-00050403|FI-HCI-00050402;2024:04:02 18:34:20.967;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050404.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050405;;2024:04:02 18:34:28.689;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050405.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050406;;2024:04:02 18:34:32.639;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050406.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050407;;2024:04:02 18:34:39.529;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050407.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021848;;;FI-HCI-00050408;;2024:04:02 18:34:43.447;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050408.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021849;;;;;2024:04:02 18:34:47.500;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021849.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050410;FI-HCI-00050409|FI-HCI-00050411;2024:04:02 18:34:51.398;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050410.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050414;FI-HCI-00050412|FI-HCI-00050413;2024:04:02 18:35:10.352;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050414.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050415;FI-HCI-00050416;2024:04:02 18:35:14.892;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050415.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050417;FI-HCI-00050418|FI-HCI-00050419;2024:04:02 18:35:34.820;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050417.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050423;FI-HCI-00050420|FI-HCI-00050422|FI-HCI-00050421;2024:04:02 18:35:38.561;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050423.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050426;FI-HCI-00050424|FI-HCI-00050427|FI-HCI-00050425;2024:04:02 18:35:46.056;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050426.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050430;FI-HCI-00050431|FI-HCI-00050428|FI-HCI-00050429;2024:04:02 18:35:50.931;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050430.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050433;FI-HCI-00050432|FI-HCI-00050434;2024:04:02 18:35:56.944;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050433.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021849;;;FI-HCI-00050437;FI-HCI-00050436|FI-HCI-00050435;2024:04:02 18:36:00.865;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050437.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021850;;;;;2024:04:02 18:36:04.716;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021850.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021850;;;FI-HCI-00050438;;2024:04:02 18:36:12.627;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050438.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021850;;;FI-HCI-00050439;;2024:04:02 18:36:17.024;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050439.tif;
Folder;Cubby_010084;Folder-FI-HCI-0021851;;;;;2024:04:02 18:36:21.725;/Volumes/pixel/Production/2024/04/02/CP1/Folder-FI-HCI-0021851.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050440;;2024:04:02 18:36:27.070;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050440.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050441;;2024:04:02 18:36:31.163;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050441.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050442;;2024:04:02 18:36:42.368;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050442.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050443;;2024:04:02 18:36:46.811;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050443.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050444;;2024:04:02 18:36:50.754;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050444.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050445;;2024:04:02 18:36:59.115;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050445.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050446;;2024:04:02 18:37:03.511;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050446.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050447;;2024:04:02 18:37:08.412;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050447.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050448;;2024:04:02 18:37:12.907;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050448.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050449;;2024:04:02 18:37:16.734;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050449.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050450;FI-HCI-00050451;2024:04:02 18:37:20.557;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050450.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050452;;2024:04:02 18:37:37.694;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050452.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050453;;2024:04:02 18:37:42.426;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050453.tif;
Sheet;Cubby_010084;Folder-FI-HCI-0021851;;;FI-HCI-00050455;FI-HCI-00050454;2024:04:02 18:37:46.734;/Volumes/pixel/Production/2024/04/02/CP1/FI-HCI-00050455.tif;
